Name,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Quote
Avocet,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,Recurvirostra,"The avocet's long, sinewy legs make it appear as if it's walking on stilts!"
Axanthic Ball Python,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,Python regius,Axanthic ball pythons lack yellow pigment in their skin!
Axolotl,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma mexicanum,Found only in one complex of lakes!
Ayam Cemani,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,Ayam Cemani,They were used for sacrificial purposes
Aye Aye,Animalia,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Thought to be extinct until 1957!
Azawakh,Animalia,,,,,,,
Babirusa,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Babyrousa,Babyrousa spp.,The babirusa is the only mammal with vertically growing canine teeth!
Baboon,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,Papio,Can travel more than four miles a day!
Bactrian Camel,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,Camelus Bactrianus,The camel with two humps!
Badger,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Taxidiinae,Taxidea Taxus,Can reach speeds of 30 km/h!
Bagworm Moth Caterpillar,Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,,,Bagworm moth caterpillars build protective cases around themselves that occasionally resemble tiny log cabins!
Bagworm Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,,,"There are approximately 1350 species in the bagworm moth family (Psychidae), which forms part of the order Lepidoptera."
Baiji,Animalia,Chordata,Mammalia,Cetartiodactyla,Lipotidae,Liptodes,Liptodes vexillifer,Baijis use echolocation to find food in the Yangtze River.
Bairds Rat Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,Pantherophis bairdi,Baird’s rat snake subdues its prey through suffocation.
Bald Eagle,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,haliaeetus leucocephalus,"Bald eagles have 20/5 vision, which is much sharper than a human's"
Baleen Whale,Animalia,Chordata,Mammalia,Artiodactyla,Eschrichtiidae,Eubalaena and Balaena,Mysticeti,“Sings” a whale song during breeding season.
Balinese,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,Playful and energetic breed!
Balkan Lynx,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx lynx balcanicus,The Balkan lynx communicates mostly with its ears
Ball Python,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,P. regius,
Bamboo Shark,Animalia,Chordata,Chondrichthyes,Orectolobiformes,Hemiscylliidae,Chiloscyllium,,Can reproduce asexually
Bamboo Worm,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Omphisa,Omphisa fuscidentalis,Bamboo worms are the larvae of moths that are eaten as a delicious snack in some parts of Asia.
Banana Ball Python,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,Python regius,
Banana Cinnamon Ball Python,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,Python Regius,Banana cinnamon ball pythons came from combining the banana and cinnamon genes.
Banana Eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax miliaris,Named for the yellow body and brown spots that make it look like a banana.
Banana Spider,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Nephila,,People spin clothing and fishing nets out of these spiders’ silk.
Banded Krait,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,Bungarus fasciatus,What often prevents more people from falling victim is that the banded krait does not always inject venom in a defensive bite. It saves the venom for hunting prey instead.
Banded Palm Civet,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Hemigalus,Hemigalus Derbyanus,Markings give it camouflage!
Banded Water Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,Nerodia fasciata,Some water snakes defend themselves violently.
Bandicoot,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,Perameles,Bandicoot Many species are endangered or extinct!
Banjo Catfish,Animalia,,,,,,,The banjo catfish is extremely shy and known for hiding from onlookers.
Barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus Barbus,Barbs change colors during breeding season.
Barbet,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"This dog has the nickname ‘Mud dog’ because it likes to play in muddy, swamp-like areas."
Barbuts Cuckoo Bumblebee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus barbutellus,Barbut's cuckoo bumblebees do not have pollen baskets!
Barinasuchus,Animalia,Chordata,Reptilia,Crocodylia,Sebecidae,Barinosuchus,Barinosuchus arveloi,Largest terrestrial predator of the Cenozoic era
Bark Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Scolytinae,,"Not all bark beetles feed on a tree's bark. Some species feed on fruits, seeds, and other parts of the plant"
Bark Scorpion,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides Sculpturatus,Glow under UV light
Barn Owl,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto alba,"Barn owls are the most widely distributed members of the owl family, known for their stark white faces and haunting calls."
Barn Spider,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Araneus,A. cavaticus,Barn spiders recycle their web every day by eating it in the morning and recreating it in the evening to catch prey.
Barn Swallow,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,Older offspring help care for new hatchlings.
Barnacle,Animalia,Arthropoda,Maxillopoda,Thecostraca,,,,"Closely related to crabs and
            
             lobsters
            
            !"
Barnevelder,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus domesticus,"The average lifespan of a Barnevelder chicken is 7 years. However, if cared for properly, these chickens can live up to 15 years old."
Barosaurus,Animalia,Chordata,Reptilia,Saurischia,Diplodocidae,Barosaurus,Barosaurus lentus,"If a barosaurus were alive today, it could stand on its hind legs and look in a 5th floor apartment window."
Barracuda,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena,Can grow to nearly 2 meters long!
Barramundi Fish,Animalia,Chordata,Actinopterygii,Perciformes,Latidae,Lates,Lates calcarifer,Scale rings indicate age
Barred Owl,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,Strix varia,"Like other owls, the barred owl swallows its prey whole."
Barreleye Fish Barrel Eye,Animalia,Chordata,Actinopterygii,Argentiniformes,Opisthoproctidae,9 Genera,Macropinna microstoma,A barreleye fish's eyes can rotate in their head to look for prey.
Barylambda,Animalia,Chordata,Mammalia,Cimolesta,Barylambdidae,Barylambda,Barylambda faberi,Barylambda was one of the largest animals that lived during the Paleocene
Basenji Dog,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"Alert, affectionate and energetic!"
Basenji Mix,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,
Basilisk Lizard,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,,Can run/walk on water.
Basilosaurus,Animalia,Chordata,Mammalia,Artiodactyla,Basilosauridae,Basilosaurus,Basilosaurus,
Basking Shark,Animalia,Chordata,Chondrichthyes,Lamniformes,Cetorhinidae,Cetorhinus,Cetorhinus Maximus,"The second biggest fish in the world
            
            !"
Bass,Animalia,Chordata,Actinopterygii,Perciformes,,,,Prized by sport fishers for their size and strength
Bassador,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,This dog is also known as a Bassetdor or a Basset Lab.
Basset Fauve De Bretagne,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,A friendly and intelligent hunting dog that loves nothing more than to spend time with its owner.
Basset Hound Mix,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis familiaris,"Bagel's mouths tend to salivate, resulting in slobbery drool"
Basset Hound,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Basset hounds have a stubborn streak that manifests as a charming personality trait!
Bassetoodle,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"Basset hounds have been around since the 7th century, but the bassetoodle made its first appearance in the 2000s."
Bat Eared Fox,Animalia,Chordata,Mammalia,Carnivora,Canidae,Otocyon,Otocyon megalotis,Bat-eared foxes can run up to 35 MPH!
Bat,Animalia,Chordata,Mammalia,Chiroptera,Microchiroptera,Emballonuridae,Chiroptera,Detects prey using echolocation!
Batfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,,,The batfish has a lure on its head to attract prey
Bavarian Mountain Hound,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Bavarian Mountain Dogs were only accepted into the American Kennel Club in 1996.
Baya,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Ploceus,Ploceus philippinus,The baya constructs a massive nest out of plant fibers
Bea Tzu,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,The Bea-Tzu has a fast-growing coat
Beabull,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,An excellent companion for cats!
Beagador,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"Beagadors like to dig, so make sure your garden has a good fence around it!"
Beagle Mix,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"Reagles are the best students as they love to learn new tricks, so training them is a breeze."
Beagle Shepherd,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,This dog can perform a wide range of exotic and acrobatic tricks that are not expected of a dog this size.
Beagle,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Have become popular family pets!
Beaglier,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,These dogs have great sniffer abilities
Beago,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Beagos are good swimmers like their Golden Retriever parent.
Bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursidae,There are 8 different species!
Bearded Collie,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Weekly brushing is mandatory!
Bearded Dragon,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,Pogona Vitticeps,Can grow to up 24 inches long!
Bearded Fireworm,Animalia,Annelida,Polychaeta,Aciculata,Amphinomidae,Hermodice,Hermodice carunculata,They emit bioluminescence during their mating ritual.
Bearded Vulture,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypaetus barbatus,,These birds eat a diet of bones
Beaski,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"Beaskis love to play, so get ready to go on plenty of long walks."
Beauceron,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,The Beauceron is named after the place of its origin (Beauce) in France
Beauty Rat Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Orthriophis,Orthriophis taeniura,"Beauty Rat Snakes are relatively harmless if left undisturbed, only attempting to bite out of fear."
Beaver,Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,,Builds a dam from sticks and leaves!
Bed Bugs,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Cimex lectularius,Bed bugs feed for 4-12 minutes.
Bedlington Terrier,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,"The city of Bedlington, England named their soccer team the Terriers after this breed!"
Bee Eater,Animalia,Chordata,Aves,Coraciiformes,Meropidae,"Nyctyornis, Meropogon, Merops","Nyctyornis amictus, Merops pusillus, and others",They roll around in dirt to prevent external parasites
Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Apis,Apis mellifera,"Rock paintings of bees date back 15,000 years"
Beefalo,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos x Bison,Bos taurus × Bison bison,Beefalo meat is leaner and higher in protein than beef
Beetle,Animalia,Arthropoda,Insecta,Endopterygota,Coleoptera,,,"There are more than 350,000 different species"
Beewolf Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Philanthus,,Beewolf wasps hunt bees to feed to their young!
Belgian Canary,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Serinus,Serinus canaria domestica,The Belgian canary is one of the oldest and most influential in its genus.
Belgian Laekenois,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,
Belgian Malinois Mix,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"These Belgian Malinois mixes can be scary when they are threatened. But it's important to note that they know when aggression is necessary. In other words, they will not attack unless they sense danger."
Belgian Malinois,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,
Belgian Sheepdog,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,
Belgian Shepherd,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,The sheepdog is also known as the Groenendael. All four Belgian varieties have nicknames for Belgian villages.
Belgian Tervuren,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,The first breed to win an AKC Herding Championship.
Belted Kingfisher,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Megaceryle,M. alcyon,
Beluga Sturgeon 2,Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Huso,Huso huso,The beluga sturgeon is one of the largest bony fish in the world!
Beluga Sturgeon,Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Huso,Huso huso,The beluga sturgeon is one of the largest bony fish in the world!
Bengal Tiger,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera Tigris Tigris,The most numerous species of tiger!
Bergamasco,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Bergamascos are excellent problem solvers; they were bred to be independent as they work alongside their nomadic shepherd owners.
Berger Blanc Suisse,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,
Berger Picard,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Berger means shepherd in French
Bernedoodle,Animalia,,,,,,,The Bernedoodle was first bred in 2003 to create a dog with a similar temperament to the Bernese Mountain Dog that would have a longer lifespan.
Bernese Mountain Dog Mix,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,This Bernese mountain dog mix gets very attached to its loved ones and demands plenty of attention.
Bernese Mountain Dog,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,"Very loyal, faithful and affectionate!"
Bernese Shepherd,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Bernese shepherds prefer cool climates
Bhutan Takin,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Budorcas,Budorcas taxicolor whitei,"Live in bamboo forests 15,000 feet above sea level"
Bichir,Animalia,Chordata,Actinopterygii,Polypteriformes,Polypteridae,Polypterus,,The bichir species is more than 400 million years old
Bichon Frise,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"Gentle mannered, playful and affectionate!"
Bichpoo,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"Despite its small size, the alert nature and sharp bark of this canine make it a good watch dog."
Biewer Terrier,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,,A toy terrier dog and is elegant and tri-colored.
Bigfin Reef Squid,Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Sepioteuthis,Sepioteuthis lessoniana,Can change color through use of chromatophores
Bighorn Sheep,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Bighorn rams can run at speeds up to 40 miles per hour when fighting for dominance.
Bilby,Animalia,Chordata,Mammalia,Peramelemorphia,Thylacomyidae,Macrotis,Macrotis lagotis,"In Australia, the chocolate bilby replaces the chocolate bunny for Easter."
